Age,Gender,AnnualIncome,SpendingScore,PurchaseHistory,MembershipDuration,FeedbackScore,ChurnIndicator,Age_Standardized,AnnualIncome_Standardized,SpendingScore_Standardized,PurchaseHistory_Standardized,MembershipDuration_Standardized,FeedbackScore_Standardized,Age_Normalized,AnnualIncome_Normalized,SpendingScore_Normalized,PurchaseHistory_Normalized,MembershipDuration_Normalized,FeedbackScore_Normalized
30,Male,81971,19,19,8,3,0,-0.9441913532139263,0.28970259007302995,-1.0787918309715196,1.735032300242789,1.1290713923263032,-0.7636038086367618,0.23529411764705888,0.5768926610307303,0.18367346938775508,1.0,0.875,0.25
47,Female,77691,17,16,8,3,0,0.21182254701198291,0.12208747896436543,-1.1476582102228137,1.1725623520335424,1.1290713923263032,-0.7636038086367618,0.5686274509803921,0.5292211046880744,0.16326530612244897,0.8333333333333333,0.875,0.25
43,Female,49967,79,19,8,3,0,-0.06018072362940749,-0.9636511519647504,0.9871995465672988,1.735032300242789,1.1290713923263032,-0.7636038086367618,0.4901960784313726,0.22042525701429033,0.7959183673469387,1.0,0.875,0.25
64,Male,92792,74,11,7,2,1,1.367836447237892,0.7134790193503335,0.815033598439064,0.23511243835146495,0.7460756690134459,-1.1611070926746387,0.9019607843137255,0.6974192757933193,0.7448979591836734,0.5555555555555555,0.75,0.125
26,Male,110666,96,9,6,6,0,-1.2161946238553167,1.4134679202746956,1.5725637702032973,-0.13986752712136605,0.36307994570058877,0.42890604347686917,0.1568627450980392,0.8965037145944019,0.9693877551020408,0.4444444444444444,0.625,0.625
58,Female,38390,74,7,7,7,1,0.9598315412758065,-1.417034362550033,0.815033598439064,-0.514847492594197,0.7460756690134459,0.8264093275147462,0.7843137254901961,0.0914781523930453,0.7448979591836734,0.33333333333333326,0.75,0.75
54,Female,44051,15,14,4,7,0,0.6878282706344161,-1.1953359644224277,-1.2165245894741075,0.7975823865607115,-0.4029115009251256,0.8264093275147462,0.7058823529411765,0.154531582406077,0.14285714285714282,0.7222222222222221,0.375,0.75
37,Female,101350,61,9,7,4,0,-0.4681856295914931,1.0486309167493875,0.3674021333056533,-0.13986752712136605,0.7460756690134459,-0.3661005245988848,0.37254901960784315,0.7927401120504338,0.6122448979591836,0.4444444444444444,0.75,0.375
40,Female,99041,64,15,9,1,0,-0.2641831766104503,0.9582049140508112,0.4707017021825942,0.9850723692971269,1.5120671156391603,-1.558610376712516,0.43137254901960786,0.767021975696417,0.6428571428571428,0.7777777777777777,1.0,0.0
34,Male,76678,65,14,5,8,0,-0.6721880825725359,0.082415958508039,0.5051348918082412,0.7975823865607115,-0.019915777612268423,1.223912611552623,0.3137254901960784,0.5179380938060392,0.6530612244897959,0.7222222222222221,0.5,0.875
51,Female,72399,45,1,8,6,0,0.48382581765337335,-0.08515999019148801,-0.18352890070469832,-1.63978738901269,1.1290713923263032,0.42890604347686917,0.6470588235294118,0.47027767567748197,0.44897959183673464,0.0,0.875,0.625
30,Male,77227,5,1,7,8,0,-0.9441913532139263,0.1039161211245476,-1.5608564857305773,-1.63978738901269,0.7460756690134459,1.223912611552623,0.23529411764705888,0.5240529733462538,0.04081632653061224,0.0,0.75,0.875
38,Male,80281,54,18,5,9,1,-0.4001848119311455,0.22351811863059,0.12636980592612446,1.5475423175063734,-0.019915777612268423,1.6214158955905003,0.3921568627450981,0.5580690792038405,0.5408163265306122,0.9444444444444444,0.5,1.0
64,Female,101208,3,12,2,8,1,1.367836447237892,1.043069854651857,-1.6297228649818714,0.42260242108788043,-1.16890294755084,1.223912611552623,0.9019607843137255,0.7911584856484111,0.020408163265306124,0.611111111111111,0.125,0.875
24,Male,107467,95,2,3,9,0,-1.352196259176012,1.2881873734437101,1.5381305805776504,-1.4522974062762746,-0.7859072242379828,1.6214158955905003,0.11764705882352944,0.8608725676924962,0.9591836734693877,0.05555555555555555,0.25,1.0
25,Female,115611,18,15,8,9,0,-1.2841954415156644,1.6071260334598232,-1.1132250205971665,0.9850723692971269,1.1290713923263032,1.6214158955905003,0.13725490196078433,0.9515821833127276,0.173469387755102,0.7777777777777777,0.875,1.0
61,Male,114770,44,4,5,9,1,1.1638339942568494,1.5741904473751533,-0.2179620903303453,-1.0773174408034436,-0.019915777612268423,1.6214158955905003,0.8431372549019608,0.9422149452556776,0.43877551020408156,0.16666666666666666,0.5,1.0
64,Male,64586,52,17,5,8,0,1.367836447237892,-0.39113589278307587,0.05750342667483051,1.360052334769958,-0.019915777612268423,1.223912611552623,0.9019607843137255,0.3832548089239372,0.520408163265306,0.8888888888888888,0.5,0.875
49,Male,33416,57,1,6,1,1,0.34782418233267814,-1.6118281856001493,0.22966937480306537,-1.63978738901269,0.36307994570058877,-1.558610376712516,0.607843137254902,0.0360766754658558,0.5714285714285714,0.0,0.625,0.0
51,Male,43444,38,9,6,4,0,0.48382581765337335,-1.2191075467689136,-0.42456122808422714,-0.13986752712136605,0.36307994570058877,-0.3661005245988848,0.6470588235294118,0.1477706864481349,0.37755102040816324,0.4444444444444444,0.625,0.375
28,Male,56682,62,12,8,7,1,-1.0801929885346215,-0.7006755746061797,0.40183532293130025,0.42260242108788043,1.1290713923263032,0.8264093275147462,0.1960784313725491,0.2952183646874061,0.6224489795918366,0.611111111111111,0.875,0.75
26,Male,46905,96,8,4,5,0,-1.2161946238553167,-1.0835664487438932,1.5725637702032973,-0.32735750985778156,-0.4029115009251256,0.03140275943899218,0.1568627450980392,0.1863200454439135,0.9693877551020408,0.38888888888888884,0.375,0.5
43,Female,55951,47,6,6,1,0,-0.06018072362940749,-0.7293032956857204,-0.11466252145340437,-0.7023374753306125,0.36307994570058877,-1.558610376712516,0.4901960784313726,0.28707633018121875,0.4693877551020408,0.2777777777777778,0.625,0.0
18,Male,111857,44,11,7,6,0,-1.7602011651380975,1.4601103495575039,-0.2179620903303453,0.23511243835146495,0.7460756690134459,0.42890604347686917,0.0,0.9097693275860148,0.43877551020408156,0.5555555555555555,0.75,0.625
57,Male,73901,95,2,9,4,0,0.8918307236154589,-0.026338051666905265,1.5381305805776504,-1.4522974062762746,1.5120671156391603,-0.3661005245988848,0.7647058823529412,0.4870072732538065,0.9591836734693877,0.05555555555555555,1.0,0.375
51,Female,32722,86,13,9,8,0,0.48382581765337335,-1.6390068975416008,1.2282318739468276,0.610092403824296,1.5120671156391603,1.223912611552623,0.6470588235294118,0.028346754881322322,0.8673469387755102,0.6666666666666666,1.0,0.875
67,Female,30535,98,2,3,4,0,1.571838900218935,-1.7246550863253975,1.6414301494545913,-1.4522974062762746,-0.7859072242379828,-0.3661005245988848,0.9607843137254902,0.003987480647352992,0.9897959183673468,0.05555555555555555,0.25,0.375
20,Female,95683,70,9,3,2,1,-1.6241995298174023,0.8266975441669572,0.677300839936476,-0.13986752712136605,-0.7859072242379828,-1.1611070926746387,0.03921568627450983,0.7296198527528097,0.7040816326530611,0.4444444444444444,0.25,0.125
67,Male,45653,12,17,5,5,1,1.571838900218935,-1.1325977849840911,-1.3198241583510484,1.360052334769958,-0.019915777612268423,0.03140275943899218,0.9607843137254902,0.17237500139227674,0.11224489795918367,0.8888888888888888,0.5,0.5
54,Male,103937,14,14,6,7,0,0.6878282706344161,1.1499440691881995,-1.2509577790997546,0.7975823865607115,0.36307994570058877,0.8264093275147462,0.7058823529411765,0.8215546719239037,0.13265306122448978,0.7222222222222221,0.625,0.75
61,Male,66597,42,12,7,7,1,1.1638339942568494,-0.3123802880074861,-0.28682846958163927,0.42260242108788043,0.7460756690134459,0.8264093275147462,0.8431372549019608,0.40565375747652627,0.4183673469387755,0.611111111111111,0.75,0.75
51,Male,87067,39,7,9,8,1,0.48382581765337335,0.4892742270379259,-0.3901280384585802,-0.514847492594197,1.5120671156391603,1.223912611552623,0.6470588235294118,0.6336530000779677,0.38775510204081626,0.33333333333333326,1.0,0.875
22,Male,77901,48,15,2,6,0,-1.4881978944967071,0.1303115848832485,-0.08022933182775739,0.9850723692971269,-1.16890294755084,0.42890604347686917,0.07843137254901966,0.5315601296488122,0.47959183673469385,0.7777777777777777,0.125,0.625
35,Female,64490,93,11,9,6,0,-0.6041872649121883,-0.3948954840602796,1.4692642013263564,0.23511243835146495,1.5120671156391603,0.42890604347686917,0.33333333333333337,0.382185540370457,0.9387755102040816,0.5555555555555555,1.0,0.625
39,Male,74854,87,5,1,1,0,-0.3321839942707979,0.010983724241168872,1.2626650635724745,-0.889827458067028,-1.551898670863697,-1.558610376712516,0.4117647058823529,0.49762199128991663,0.8775510204081631,0.22222222222222224,0.0,0.0
34,Female,64449,2,9,5,4,0,-0.6721880825725359,-0.39650114283491866,-1.6641560546075183,-0.13986752712136605,-0.019915777612268423,-0.3661005245988848,0.3137254901960784,0.3817288735924082,0.01020408163265306,0.4444444444444444,0.5,0.375
42,Male,90246,85,17,9,6,1,-0.1281815412897551,0.6137715256861606,1.1937986843211807,1.360052334769958,1.5120671156391603,0.42890604347686917,0.47058823529411764,0.6690613826978982,0.8571428571428571,0.8888888888888888,1.0,0.625
26,Male,36523,82,6,4,7,0,-1.2161946238553167,-1.4901505804098172,1.0904991154442398,-0.7023374753306125,-0.4029115009251256,0.8264093275147462,0.1568627450980392,0.07068310667067645,0.8265306122448979,0.2777777777777778,0.375,0.75
66,Female,63078,58,3,2,3,0,1.5038380825585873,-0.4501928057624838,0.2641025644287123,-1.264807423539859,-1.16890294755084,-0.7636038086367618,0.9411764705882354,0.36645838206302,0.5816326530612245,0.1111111111111111,0.125,0.25
26,Male,111490,3,10,7,2,0,-1.2161946238553167,1.4457377454040272,-1.6297228649818714,0.04762245561504946,0.7460756690134459,-1.1611070926746387,0.1568627450980392,0.9056816030117731,0.020408163265306124,0.5,0.75,0.125
33,Female,103570,28,15,3,8,0,-0.7401889002328835,1.1355714650347228,-0.7688931243406969,0.9850723692971269,-0.7859072242379828,1.223912611552623,0.2941176470588236,0.8174669473496619,0.2755102040816326,0.7777777777777777,0.25,0.875
51,Male,84938,53,6,9,6,0,0.48382581765337335,0.40589745798410654,0.09193661630047748,-0.7023374753306125,1.5120671156391603,0.42890604347686917,0.6470588235294118,0.6099397422617259,0.5306122448979591,0.2777777777777778,1.0,0.625
32,Male,96310,85,17,3,6,1,-0.8081897178932311,0.8512523746961937,1.1937986843211807,1.360052334769958,-0.7859072242379828,0.42890604347686917,0.27450980392156865,0.7366035129927266,0.8571428571428571,0.8888888888888888,0.25,0.625
52,Female,60186,79,11,8,4,1,0.5518266353137209,-0.563450492988245,0.9871995465672988,0.23511243835146495,1.1290713923263032,-0.3661005245988848,0.6666666666666666,0.334246666889431,0.7959183673469387,0.5555555555555555,0.875,0.375
34,Female,62056,3,1,3,5,0,-0.6721880825725359,-0.4902167879010481,-1.6297228649818714,-1.63978738901269,-0.7859072242379828,0.03140275943899218,0.3137254901960784,0.3550751272540961,0.020408163265306124,0.0,0.25,0.5
42,Female,37538,53,8,6,6,0,-0.1281815412897551,-1.4504007351352157,0.09193661630047748,-0.32735750985778156,0.36307994570058877,0.42890604347686917,0.47058823529411764,0.08198839398090912,0.5306122448979591,0.38888888888888884,0.625,0.625
60,Female,63545,97,12,8,4,0,1.0958331765965017,-0.4319039606952534,1.6069969598289444,0.42260242108788043,1.1290713923263032,-0.3661005245988848,0.823529411764706,0.37165992804713693,0.9795918367346937,0.611111111111111,0.875,0.375
69,Female,102985,19,19,7,8,1,1.7078405355396302,1.112661455689263,-1.0787918309715196,1.735032300242789,0.7460756690134459,1.223912611552623,1.0,0.8109510921018923,0.18367346938775508,1.0,0.75,0.875
38,Male,32243,91,6,8,1,1,-0.4001848119311455,-1.6577656915184817,1.4003978220750626,-0.7023374753306125,1.1290713923263032,-1.558610376712516,0.3921568627450981,0.023011550328020436,0.9183673469387754,0.2777777777777778,0.875,0.0
67,Female,46412,54,4,5,5,0,1.571838900218935,-1.1028735164486996,0.12636980592612446,-1.0773174408034436,-0.019915777612268423,0.03140275943899218,0.9607843137254902,0.18082890589322914,0.5408163265306122,0.16666666666666666,0.5,0.5
37,Female,100246,14,15,5,1,0,-0.4681856295914931,1.005395617061545,-1.2509577790997546,0.9850723692971269,-0.019915777612268423,-1.558610376712516,0.37254901960784315,0.7804435236854124,0.13265306122448978,0.7777777777777777,0.5,0.0
63,Male,58624,25,3,5,6,0,1.2998356295775446,-0.6246221760610801,-0.8721926932176378,-1.264807423539859,-0.019915777612268423,0.42890604347686917,0.8823529411764707,0.3168487764671813,0.24489795918367346,0.1111111111111111,0.5,0.625
18,Female,118979,65,1,8,2,0,-1.7602011651380975,1.7390250274350527,0.5051348918082412,-1.63978738901269,1.1290713923263032,-1.1611070926746387,0.0,0.9890956883973223,0.6530612244897959,0.0,0.875,0.125
22,Female,104591,86,12,9,3,0,-1.4881978944967071,1.1755562847641496,1.2282318739468276,0.42260242108788043,1.5120671156391603,-0.7636038086367618,0.07843137254901966,0.8288390639444871,0.8673469387755102,0.611111111111111,1.0,0.25
23,Female,83174,18,3,2,4,0,-1.4201970768363597,0.33681496826548873,-1.1132250205971665,-1.264807423539859,-1.16890294755084,-0.3661005245988848,0.09803921568627455,0.5902919325915283,0.173469387755102,0.1111111111111111,0.125,0.375
39,Male,107932,19,2,8,1,0,-0.3321839942707979,1.3063978936926655,-1.0787918309715196,-1.4522974062762746,1.1290713923263032,-1.558610376712516,0.4117647058823529,0.8660518372484156,0.18367346938775508,0.05555555555555555,0.875,0.0
21,Female,59873,76,18,3,6,0,-1.5561987121570549,-0.5757083270482946,0.8838999776903579,1.5475423175063734,-0.7859072242379828,0.42890604347686917,0.05882352941176472,0.33076040587652183,0.7653061224489796,0.9444444444444444,0.25,0.625
27,Male,73716,65,5,7,8,0,-1.1481938061949692,-0.03358309735734988,0.5051348918082412,-0.889827458067028,0.7460756690134459,1.223912611552623,0.17647058823529416,0.48494670364553755,0.6530612244897959,0.22222222222222224,0.75,0.875
44,Female,49491,33,7,6,1,0,0.00782009403094011,-0.9822924587142187,-0.596727176212462,-0.514847492594197,0.36307994570058877,-1.558610376712516,0.5098039215686275,0.21512346710328473,0.32653061224489793,0.33333333333333326,0.625,0.0
60,Male,86154,25,5,9,9,0,1.0958331765965017,0.4535189474953533,-0.8721926932176378,-0.889827458067028,1.5120671156391603,1.6214158955905003,0.823529411764706,0.6234838106058076,0.24489795918367346,0.22222222222222224,1.0,1.0
58,Female,86723,85,14,4,1,0,0.9598315412758065,0.47580235829461265,1.1937986843211807,0.7975823865607115,-0.4029115009251256,-1.558610376712516,0.7843137254901961,0.629821454427997,0.8571428571428571,0.7222222222222221,0.375,0.0
22,Male,72038,93,8,1,8,0,-1.4881978944967071,-0.09929761989013938,1.4692642013263564,-0.32735750985778156,-1.551898670863697,1.223912611552623,0.07843137254901966,0.46625678038783264,0.9387755102040816,0.38888888888888884,0.0,0.875
24,Male,40500,23,16,8,3,1,-1.352196259176012,-1.3344016792698268,-0.9410590724689317,1.1725623520335424,1.1290713923263032,-0.7636038086367618,0.11764705882352944,0.1149797841414108,0.22448979591836732,0.8333333333333333,0.875,0.25
23,Female,103837,66,10,8,9,0,-1.4201970768363597,1.1460278282744456,0.5395680814338881,0.04762245561504946,1.1290713923263032,1.6214158955905003,0.09803921568627455,0.8204408505140286,0.6632653061224489,0.5,0.875,1.0
38,Male,46212,6,3,9,5,1,-0.4001848119311455,-1.1107059982762073,-1.5264232961049304,-1.264807423539859,1.5120671156391603,0.03140275943899218,0.3921568627450981,0.17860126307347884,0.05102040816326531,0.1111111111111111,1.0,0.5
52,Male,93186,28,16,7,7,0,0.5518266353137209,0.7289090085505237,-0.7688931243406969,1.1725623520335424,0.7460756690134459,0.8264093275147462,0.6666666666666666,0.7018077321482274,0.2755102040816326,0.8333333333333333,0.75,0.75
35,Male,111906,5,15,7,7,1,-0.6041872649121883,1.4620293076052433,-1.5608564857305773,0.9850723692971269,0.7460756690134459,0.8264093275147462,0.33333333333333337,0.9103151000768537,0.04081632653061224,0.7777777777777777,0.75,0.75
48,Female,80851,2,8,2,4,0,0.27982336467233054,0.24584069183898694,-1.6641560546075183,-0.32735750985778156,-1.16890294755084,-0.3661005245988848,0.5882352941176471,0.5644178612401287,0.01020408163265306,0.38888888888888884,0.125,0.375
55,Female,113209,70,6,5,6,0,0.7558290882947637,1.513057926711456,0.677300839936476,-0.7023374753306125,-0.019915777612268423,0.42890604347686917,0.7254901960784313,0.9248281930475268,0.7040816326530611,0.2777777777777778,0.5,0.625
51,Female,71442,7,1,8,3,1,0.48382581765337335,-0.1226384157361123,-1.4919901064792833,-1.63978738901269,1.1290713923263032,-0.7636038086367618,0.6470588235294118,0.4596184047849768,0.061224489795918366,0.0,0.875,0.25
54,Male,103026,68,6,2,6,1,0.6878282706344161,1.114267114463902,0.6084344606851821,-0.7023374753306125,-1.16890294755084,0.42890604347686917,0.7058823529411765,0.8114077588799411,0.6836734693877551,0.2777777777777778,0.125,0.625
32,Male,111859,30,9,8,3,0,-0.8081897178932311,1.460188674375779,-0.700026745089403,-0.13986752712136605,1.1290713923263032,-0.7636038086367618,0.27450980392156865,0.9097916040142124,0.2959183673469387,0.4444444444444444,0.875,0.25
34,Male,118300,20,10,3,5,1,-0.6721880825725359,1.712433751630664,-1.0443586413458728,0.04762245561504946,-0.7859072242379828,0.03140275943899218,0.3137254901960784,0.9815328410242701,0.19387755102040813,0.5,0.25,0.5
56,Male,55111,36,11,2,4,0,0.8238299059551113,-0.7621997193612526,-0.4934276073355211,0.23511243835146495,-1.16890294755084,-0.3661005245988848,0.7450980392156864,0.2777202303382676,0.3571428571428571,0.5555555555555555,0.125,0.375
51,Male,63700,45,6,7,4,1,0.48382581765337335,-0.42583378727893495,-0.18352890070469832,-0.7023374753306125,0.7460756690134459,-0.3661005245988848,0.6470588235294118,0.3733863512324434,0.44897959183673464,0.2777777777777778,0.75,0.375
48,Female,88691,37,9,4,6,0,0.27982336467233054,0.5528739794772883,-0.4589944177098741,-0.13986752712136605,-0.4029115009251256,0.42890604347686917,0.5882352941176471,0.6517414597743398,0.36734693877551017,0.4444444444444444,0.375,0.625
36,Male,112388,58,18,4,7,0,-0.5361864472518407,1.4809055888095368,0.2641025644287123,1.5475423175063734,-0.4029115009251256,0.8264093275147462,0.3529411764705882,0.9156837192724518,0.5816326530612245,0.9444444444444444,0.375,0.75
48,Female,74081,79,17,3,8,0,0.27982336467233054,-0.019288818022148345,0.9871995465672988,1.360052334769958,-0.7859072242379828,1.223912611552623,0.5882352941176471,0.4890121517915818,0.7959183673469387,0.8888888888888888,0.25,0.875
25,Male,48757,84,17,7,2,1,-1.2841954415156644,-1.0110376670211718,1.1593654946955336,1.360052334769958,0.7460756690134459,-1.1611070926746387,0.13725490196078433,0.20694801795480117,0.846938775510204,0.8888888888888888,0.75,0.125
